text,datum,statsminister
"Riksdagen kommer under hösten att föreläggas förslag till nya riktlinjer för jordbrukspolitiken. I detta behandlas bl.a. de allmänna målsättningarna för jordbrukspolitiken, prisregleringens utformning, rationaliseringspolitikens framtida syfte och inriktning samt det regionala jordbruksstödet.",1977-10-04,Torbjörn Fälldin
Med stöd av riksdagens bemyndigande har regeringen beslutat utvidga den svenska fiskezonen. Utvidgningen skall träda i kraft den 1 januari 1978. En första förhandlingsomgång med övriga östersjöstater om fisket i Östersjön har nyss avslutats. Fortsatta förhandlingar om bl.a. den svenska zonens avgränsning följer senare i höst.,1977-10-04,Torbjörn Fälldin
Som ett led i det trafikpolitiska reformarbetet kommer successivt olika trafikpolitiska reformförslag att läggas fram. Däri ingår bl.a. åtgärder för en bättre vägplanering och stödåtgärder för sjöfartsnäringen.,1977-10-04,Torbjörn Fälldin
Bostadsbyggandet ligger för närvarande på en alltför låg nivå. Regeringen kommer därför att vidta åtgärder för att säkerställa en tillfredsställande kreditförsörjning och andra åtgärder för att undanröja riskerna för bostadsbrist.,1977-10-04,Torbjörn Fälldin
Energipolitiken måste i hög grad inriktas på bättre hushållning och på att begränsa ökningen av den totala energikonsumtionen. Säkerhetsfrågornas lösning måste tillmätas avgörande vikt.,1977-10-04,Torbjörn Fälldin
Inom energikommissionen pågår förberedelsearbete för ett nytt energipolitiskt beslut. Ansökningar om att få ta i bruk nya kärnkraftsreaktorer kommer att prövas enligt den s.k. villkorslagen. De redan vidtagna omfattande sparstimulerande åtgärderna kommer att fullföljas med ett program för ökat energisparande i befintlig bebyggelse. Riksdagen kommer också att föreläggas förslag beträffande vattenkraftsutbyggnaden och åtgärder på bränsleområdet.,1977-10-04,Torbjörn Fälldin
"Inom ramen får det begränsade utrymme som för närvarande står till buds får fortsatta reformer ges utbyggnaden av långtidssjukvården, hemsjukvården och äldreomsorgen förtur. Pensionärerna får genom höjda pensioner kompensation för prishöjningarna. Fortsatta standardhöjningar genomförs för dem som enbart har folkpensionen att lita till.",1977-10-04,Torbjörn Fälldin
Barnfamiljerna ges ökat ekonomiskt stöd för att säkerställa en tillfredsställande ekonomisk standard. Utbyggnadsprogrammet för barnomsorgen skall genomföras i enlighet med riksdagens beslut.,1977-10-04,Torbjörn Fälldin
En översyn av reglerna för handikappersättningen kommer att redovisas för riksdagen. Ökade insatser förbereds inom narkomanvården.,1977-10-04,Torbjörn Fälldin
"Arbetet på att reformera arbetslivet, fördjupa arbetsdemokratin och förbättra jämställdheten mellan kvinnor och män fortsätter. Arbetarskyddet ges ytterligare resurser.",1977-10-04,Torbjörn Fälldin
Rättsväsendet tillförs fortlöpande ökade resurser. I förgrunden när det gäller brottsbekämpningen står främst vålds- och narkotikabrotten samt den organiserade ekonomiska kriminaliteten. Regeringen avser också att föreslå vidgade möjligheter till ersättning från staten för skador till följd av brott.,1977-10-04,Torbjörn Fälldin
För att minska den statliga detaljregleringen över skolans verksamhet kommer förslag att läggas fram om ett förenklat statsbidragssystem för grundskolan. Elever och lärare ges ökat inftytande genom ett lokalt ledningsorgan. På den högre utbildningens område står en reformering av musikutbildningen i tur. Ytterligare förbättringar vidtas i anslutning till den genomförda högskolereformen. På kulturområdet läggs förslag fram om en omläggning av litteraturstödet.,1977-10-04,Torbjörn Fälldin
I anslutning till att statens avtal med Sveriges Radio utlöper under 1978 kommer riksdagen att föreläggas förslag om den framtida radio- och TV-verksamheten. Förslaget innebär bl.a. en ökad decentralisering.,1977-10-04,Torbjörn Fälldin
Reformarbetet på grundlagsområdet fortsätter. Under innevarande riksmöte framläggs förslag om kvinnlig tronföljd.,1977-10-04,Torbjörn Fälldin
Arbete pågår med att utarbeta förslag som syftar till en förstärkning av den kommunala demokratin. Riksdagen kommer under hösten att föreläggas förslag om ett särskilt statligt bidrag till kommuner och landsting i enlighet med den uppgörelse som har träffats mellan regeringen och kommunförbunden. Åtgärder vidtas fortlöpande för att minska byråkratin och underlätta ett mer decentraliserat beslutsfattande i den offentliga verksamheten.,1977-10-04,Torbjörn Fälldin
Svenskt samhällsliv kännetecknas aven stark värdegemenskap mellan olika folkgrupper. Vid sidan av regering och riksdag uppbär folkrörelser och intresseorganisationer ett självständigt ansvar för viktiga samhällsfunktioner. Solidariteten mellan enskilda människor är stark.,1977-10-04,Torbjörn Fälldin
"Denna ansvarsfördelning bygger på samverkan och utgör en stor tillgång för det svenska samhället. Samtidigt ställs alltid solidariteten på prov i svåra situationer. Det är en uppgift för alla som bär ett ansvar – regeringen, riksdag och intresseorganisationerna – att bidra till att återställa balansen och styrkan i ekonomin. Regeringen är fast besluten att i enlighet med de riktlinjer får mandatperioden som helhet, som lades fram i den vid regeringens tillträde avgivna regeringsförklaringen, söka finna samförståndslösningar i hela folkets intresse.",1977-10-04,Torbjörn Fälldin
"Regeringsförklaring, 19781018, Ola Ullsten",1978-10-18,Ola Ullsten
Herr talman! Enligt regeringsformens föreskrifter får jag för riksdagen anmäla de statsråd som jag utsett alt tillsammans med mig ingå i regeringen.,1978-10-18,Ola Ullsten
I anslutning till denna anmälan vill jag ge riksdagen till känna följande:,1978-10-18,Ola Ullsten
Sverige är för de flesta ett bra samhälle alt leva i. I fred och frihet har vi kunnat skapa välstånd och trygghet. Människor har större möjligheter än i någon annan tid och kanske något annat land. Ett siort utrymme för personliga initiativ och önskemål förenas med en stark strävan till solidaritet med dem som behöver vår gemensamma omsorg.,1978-10-18,Ola Ullsten
"Ändå brottas del svenska samhället fortfarande med många svårigheter. Några av våra främsta industrigrenar har under senare år mött en hårdnande konkurrens. Även om en märkbar förbättring skett i vår ekonomi sviktar ännu sysselsättningen på många håll. Det Fmns slora brister på det sociala området och inom utbildningen. Vi har ännu inle hunnit bygga ut en tillfredsställande barnomsorg och vi förmår inte ge all den vård som våra gamla och sjuka behöver. Vi har lång väg att gä innan jämställdheten mellan män och kvinnor är förverkligad, både i hemmen och ute i arbetslivet. Varje dag påminns vi om att Sverige på många säu är elt ofullkomligt samhälle.",1978-10-18,Ola Ullsten
Riksdag och regering kan inle lösa alla dessa problem. Men vi kan verka för atl ge människor bättre villkor och större möjligheter. Vi kan arbeta för atl stärka den svenska ekonomin och trygga en hög sysselsättning.,1978-10-18,Ola Ullsten
Den nya regeringen grundar sitt arbete på de socialliberala idéer som folkpartiet länge verkat för i riksdagen och i den ireparliregering som bildades 1976. För alt regeringens förslag skall kunna förverkligas måsle de finna stöd hos en majoritet i riksdagen. Vi kommer atl söka bredaste möjliga förankring för vår politik.,1978-10-18,Ola Ullsten
"Bakom vårt arbete ligger sirävan all bygga samhällel på människors initiativ, ansvar och idealitet. Marknadsekonomi och mångfald skall förenas med social omsorg och rättvisa.",1978-10-18,Ola Ullsten
Den sociala marknadshushållningen skall förslärkas genom åtgärder som ökar konkurrensen och motverkar maktkoncentration. I ell generöst före­tagsklimat kan mindre och medelstora förelag ge viktiga bidrag till utveck­lingskraften i hela ekonomin.,1978-10-18,Ola Ullsten
Regeringen skall motverka byråkratisering och arbeta för närdemokraii. Besluten bör fattas närmare de människor som berörs av dem.,1978-10-18,Ola Ullsten
Vi fortsätlerden kultur- och mediepolitik som innebär att många röster kan komma lill tals. Ett kullurliv med bredd och kvalitet ärett omistligt inslag i ett gott samhälle och ger människor en rikare tillvaro.,1978-10-18,Ola Ullsten
Ett ökat stöd bör ges till forskning och utveckling. Det har stor belydelse för framåtskridandet och för vitaliteten i samhällel. Arbetet för en bättre skola skall gå vidare.,1978-10-18,Ola Ullsten
Fri- och rättigheterna bör ges elt ännu siarkare skydd.,1978-10-18,Ola Ullsten
Genom en medvelen datapolitik vill vi möta datoriseringens risker och även utnyttja datorerna till all göra arbetet intressantare och administrationen känsligare för den enskildes synpunkter och behov.,1978-10-18,Ola Ullsten
Solidariteten kräver slora insatser för atl i första hand skydda de sämst ställda.,1978-10-18,Ola Ullsten
Människors vilja till arbete är ett lands främsta tillgång. Regeringen ser det som en huvuduppgift atl bekämpa arbetslöshet.,1978-10-18,Ola Ullsten
"Vi vill föra vidare förnyelsen av arbetslivet under stor öppenhet för erfarenheter och synpunkter från arbetsmarknadens organisationer. Under bred enighet har införts nya lagar för elt mänskligare arbetsliv. Människor skall få störte utrymme för sina egna önskemål, få mer att säga lill om i sin arbetsvardag och kunna känna mer av gemenskap och arbetsglädje. Nu gäller det atl steg för steg förvandla dessa tankar från paragrafer till praktisk verklighet.",1978-10-18,Ola Ullsten
De äldre som vill och kan bör få större möjlighel att göra en insats i arbetslivet och i samhället i övrigt.,1978-10-18,Ola Ullsten
Jämställdhet mellan kvinnor och män är en central utgångspunkt för regeringens politik. I allt samhällsarbete måste finnas med en strävan efter jämställdhet. Kvinnor och män skall ha lika möjligheter och samma ansvar.,1978-10-18,Ola Ullsten
Vi vill fortsätta arbetet för en mänskligare vård. Öppenvården bör organiseras som elt system med husläkare. Långtidsvården behöver ökade resurser för att kunna svara mot grundläggande mänskliga anspråk.,1978-10-18,Ola Ullsten
Invandrarna är en tillgång för värt land. De har rätt atl få sin fulla del i den välfärd de är med och skapar. Stora insatser måsle göras för att motverka sociala klyftor och spänningar mellan invandrare och svenskar.,1978-10-18,Ola Ullsten
Den svenska utrikespolitiken ligger fast. Vår neutralitetspolitik måsle förenas med eu aktivt arbete för frihet och räuvisa i väriden. Vårt bistånd till u-länderna skall öka och en medvelen u-landspolilik formas.,1978-10-18,Ola Ullsten
Vårt ansvar inför framtiden kräver sträng hushållning med naturtillgång­arna. Tekniken måste anpassas lill kraven på god miljö och ett samhälle i ekologisk balans.,1978-10-18,Ola Ullsten
"Energipolitiken skall inrikias pä all tillgodose behovet av energi, åstad­komma en effektivare hushållning med energi, utveckla nya förnyelsebara energikällor, minska Sveriges stora oljeberoende och ge handlingsfrihet för framtiden. Regeringen avser all bedriva en energipolitik som kan få bred uppslutning i riksdagen och bland svenska folket. Regeringen kommer atl verka för skärpta krav på säkerhet för olika energislag. Regeringen ser som en av sina viktigaste uppgifter alt öka tryggheten och säkerheten i vår energiförsörjning. Den oro som vi människor känner inför riskerna med kärnkraft och andra energislag bör vi la som en allvariig uppfordran till all skapa största möjliga trygghet.",1978-10-18,Ola Ullsten
"En stark ekonomi ger de grundläggande förutsättningarna för att vi skall kunna förverkliga en målmedveten reformpolitik saml trygga sysselsättning och framsieg. Den svenska ekonomin är nu pä uppgång. Det är en central uppgift att fullfölja arbetet på att skapa balans i samhällsekonomin och stärka Sveriges ställning som industrination i främsta ledet. Vi bör sträva efter att fullt utnyttja landets produktionsförmåga. Inflationen skall bekämpas. Investeringarna för framliden måsle komma i gång. Slora näringspolitiska insatser är nödvändiga. Riktlinjer för den framlida sysselsättningen, närings-och regionalpolitiken skall utarbetas. Vårt skallesystem skall reformeras och marginalskatten sänkas i breda inkomstskikt.",1978-10-18,Ola Ullsten
